size,text
2,particularly
2,persist
2,phenomenon
2,philosopher
2,pink
2,pixel
2,powerful
2,praecipitatio
2,pronounced
2,properties
2,proportion
2,pure
2,purpose
2,push
2,put
2,pyrocumulus
2,quickly
2,quite
2,rate
2,recognize
2,reduces
2,refraction
2,replaced
2,represent
2,ring
2,rock
2,rows
2,scarce
2,sculpted
2,semi-merged
2,shine
2,short-wave
2,side
2,skies
2,slight
2,smaller
2,smoke
2,southern
2,staff
2,straight
2,sub-group
2,subsides
2,successors
2,summarised
2,summer
2,support
2,synoptic
2,theory
2,thickens
2,thicker
2,throughout
2,thus
2,tint
2,together
2,totally
2,treat
2,tuba
2,turrets
2,twisted
2,undergo
2,underneath
2,undertaken
2,undulating
2,unless
2,unpredictable
2,updraft
2,van
2,veil
2,vortices
2,vsc.edu
2,water-ice
2,wavelengths
2,wavy
2,whole
2,wide
2,winter
2,yielding
